Year,Name,Team,Points
2007-08,Ben Wallace,CLE,41
2007-08,Reggie Evans,PHI,41
2007-08,Glen Davis,BOS,39
2007-08,Ronny Turiaf,LAL,38
2007-08,Kenyon Martin,DEN,35
2007-08,Carl Landry,HOU,34
2007-08,Devin Brown,CLE,33
2007-08,Ronnie Price,UTA,33
2007-08,Andrea Bargnani,TOR,32
2007-08,Jerry Stackhouse,DAL,31
2007-08,Rodney Carney,PHI,30
2007-08,Darius Songaila,WAS,29
2007-08,Devean George,DAL,29
2007-08,Zaza Pachulia,ATL,29
2007-08,Sasha Pavlovic,CLE,28
2007-08,Jamario Moon,TOR,27
2007-08,Aaron Brooks,HOU,25
2007-08,Dikembe Mutombo,HOU,23
2007-08,Jarvis Hayes,DET,23
2007-08,Rasho Nesterovic,TOR,23
2007-08,Robert Horry,SAS,23
2007-08,Andray Blatche,WAS,22
2007-08,Acie Law,ATL,21
2007-08,Amir Johnson,DET,21
2007-08,Hilton Armstrong,NOH,21
2007-08,Lindsey Hunter,DET,21
2007-08,Jason Smith,PHI,20
2007-08,Tony Allen,BOS,20
2007-08,Erick Dampier,DAL,18
2007-08,Gordan Giricek,PHX,17
2007-08,Trevor Ariza,LAL,17
2007-08,Eduardo Najera,DEN,16
2007-08,Theo Ratliff,DET,16
2007-08,Melvin Ely,NOH,15
2007-08,Arron Afflalo,DET,14
2007-08,Chuck Hayes,HOU,14
2007-08,Damon Stoudamire,SAS,13
2007-08,Marcus Camby,DEN,13
2007-08,Nene,DEN,13
2007-08,CJ Miles,UTA,12
2007-08,Jacque Vaughn,SAS,12
2007-08,Mike James,NOH,12
2007-08,Salim Stoudamire,ATL,12
2007-08,Grant Hill,PHX,11
2007-08,DJ Mbenga,LAL,10
2007-08,Marcin Gortat,ORL,10
2007-08,Anthony Carter,DEN,8
2007-08,Brian Skinner,PHX,8
2007-08,J.J. Barea,DAL,8
2007-08,Steve Novak,HOU,8
2007-08,Carlos Arroyo,ORL,6
2007-08,Damon Jones,CLE,6
2007-08,Eddie Jones,DAL,6
2007-08,Lou Amundson,PHI,5
2007-08,Nick Young,WAS,5
2007-08,Walter Herrmann,DET,5
2007-08,Kevin Ollie,PHI,4
2007-08,Luther Head,HOU,4
2007-08,Matt Bonner,SAS,4
2007-08,Ryan Bowen,NOH,4
2007-08,Solomon Jones,ATL,4
2007-08,Yakhouba Diawara,DEN,4
2007-08,Billy Thomas,CLE,3
2007-08,Dwayne Jones,CLE,3
2007-08,Mike Harris,HOU,3
2007-08,Shavlik Randolph,PHI,3
2007-08,Adonal Foyle,ORL,2
2007-08,James Augustine,ORL,2
2007-08,Jason Hart,UTA,2
2007-08,Jeremy Richardson,ATL,2
2007-08,Loren Woods,HOU,2
2007-08,Mario West,ATL,2
2007-08,Oleksiy Pecherov,WAS,2
2007-08,Dominic McGuire,WAS,1
2007-08,Juwan Howard,DAL,1
2007-08,Pat Garrity,ORL,1
2007-08,Antoine Wright,DAL,0
2007-08,Chris Mihm,LAL,0
2007-08,Chucky Atkins,DEN,0
2007-08,Coby Karl,LAL,0
2007-08,DJ Strawberry,PHX,0
2007-08,Eric Piatkowski,PHX,0
2007-08,Ira Newble,LAL,0
2007-08,JJ Redick,ORL,0
2007-08,Jarron Collins,UTA,0
2007-08,Joey Graham,TOR,0
2007-08,Juan Dixon,DET,0
2007-08,Kris Humphries,TOR,0
2007-08,Maceo Baston,TOR,0
2007-08,Malik Allen,DAL,0
2007-08,Sean Marks,PHX,0
2007-08,Steven Hunter,DEN,0
2007-08,Tyronn Lue,DAL,0
2008-09,Kobe Bryant,LAL,695
2008-09,LeBron James,CLE,494
2008-09,Dwight Howard,ORL,467
2008-09,Rashard Lewis,ORL,455
2008-09,Carmelo Anthony,DEN,435
2008-09,Pau Gasol,LAL,420
2008-09,Hedo Turkoglu,ORL,378
2008-09,Chauncey Billups,DEN,330
2008-09,Paul Pierce,BOS,294
2008-09,Lamar Odom,LAL,283
2008-09,Rafer Alston,ORL,281
2008-09,Dirk Nowitzki,DAL,268
2008-09,Trevor Ariza,LAL,260
2008-09,Ray Allen,BOS,256
2008-09,Mickael Pietrus,ORL,252
2008-09,JR Smith,DEN,239
2008-09,Rajon Rondo,BOS,236
2008-09,Mo Williams,CLE,228
2008-09,Glen Davis,BOS,221
2008-09,Aaron Brooks,HOU,218
2008-09,Dwyane Wade,MIA,204
2008-09,Metta World Peace,HOU,203
2008-09,Delonte West,CLE,193
2008-09,Josh Smith,ATL,188
2008-09,Luis Scola,HOU,187
2008-09,Nene,DEN,184
2008-09,Joe Johnson,ATL,180
2008-09,Derek Fisher,LAL,176
2008-09,Kenyon Martin,DEN,174
2008-09,Ben Gordon,CHI,170
2008-09,Courtney Lee,ORL,169
2008-09,Kendrick Perkins,BOS,166
2008-09,Brandon Roy,POR,160
2008-09,Josh Howard,DAL,158
2008-09,Yao Ming,HOU,154
2008-09,Zydrunas Ilgauskas,CLE,147
2008-09,Mike Bibby,ATL,145
2008-09,Andrew Bynum,LAL,144
2008-09,Jason Terry,DAL,143
2008-09,Tony Parker,SAS,143
2008-09,Derrick Rose,CHI,138
2008-09,Flip Murray,ATL,130
2008-09,Andre Iguodala,PHI,129
2008-09,Andre Miller,PHI,127
2008-09,John Salmons,CHI,127
2008-09,LaMarcus Aldridge,POR,117
2008-09,Jason Kidd,DAL,114
2008-09,Dahntay Jones,DEN,112
2008-09,Eddie House,BOS,108
2008-09,Von Wafer,HOU,106
2008-09,Shane Battier,HOU,105
2008-09,Carlos Boozer,UTA,103
2008-09,Shannon Brown,LAL,103
2008-09,Deron Williams,UTA,101
2008-09,Tim Duncan,SAS,99
2008-09,Anderson Varejao,CLE,97
2008-09,Carl Landry,HOU,97
2008-09,Chris Andersen,DEN,97
2008-09,Linas Kleiza,DEN,97
2008-09,JJ Redick,ORL,96
2008-09,Brandon Bass,DAL,94
2008-09,Jordan Farmar,LAL,94
2008-09,David West,NOH,90
2008-09,Kirk Hinrich,CHI,88
2008-09,Michael Beasley,MIA,85
2008-09,Chris Paul,NOH,83
2008-09,Anthony Johnson,ORL,82
2008-09,Jermaine O'Neal,MIA,80
2008-09,Luke Walton,LAL,80
2008-09,Marcin Gortat,ORL,78
2008-09,J.J. Barea,DAL,76
2008-09,Zaza Pachulia,ATL,76
2008-09,Brad Miller,CHI,72
2008-09,Joe Smith,CLE,72
2008-09,Thaddeus Young,PHI,72
2008-09,Joakim Noah,CHI,71
2008-09,Kyle Lowry,HOU,69
2008-09,Sasha Vujacic,LAL,69
2008-09,Maurice Evans,ATL,68
2008-09,James Jones,MIA,67
2008-09,Tyrus Thomas,CHI,67
2008-09,Al Horford,ATL,62
2008-09,Brian Scalabrine,BOS,61
2008-09,Rodney Stuckey,DET,60
2008-09,Antoine Wright,DAL,59
2008-09,Paul Millsap,UTA,59
2008-09,Steve Blake,POR,59
2008-09,Udonis Haslem,MIA,59
2008-09,Lou Williams,PHI,58
2008-09,Erick Dampier,DAL,57
2008-09,James Posey,NOH,57
2008-09,Peja Stojakovic,NOH,56
2008-09,Andrei Kirilenko,UTA,55
2008-09,Travis Outlaw,POR,54
2008-09,Kyle Korver,UTA,53
2008-09,Rasual Butler,NOH,53
2008-09,Richard Hamilton,DET,53
2008-09,Antonio McDyess,DET,52
2008-09,Stephon Marbury,BOS,52
2008-09,Mario Chalmers,MIA,51
2008-09,Ronnie Brewer,UTA,51
2008-09,Daniel Gibson,CLE,47
2008-09,Will Bynum,DET,47
2008-09,Willie Green,PHI,47
2008-09,Rudy Fernandez,POR,45
2008-09,Tony Battie,ORL,45
2008-09,Anthony Carter,DEN,44
2008-09,Wally Szczerbiak,CLE,43
2008-09,Michael Finley,SAS,40
2008-09,Daequan Cook,MIA,37
2008-09,Samuel Dalembert,PHI,35
2008-09,Roger Mason Jr.,SAS,33
2008-09,Greg Oden,POR,30
2008-09,Marvin Williams,ATL,30
2008-09,Drew Gooden,SAS,29
2008-09,Josh Powell,LAL,29
2008-09,Rasheed Wallace,DET,26
2008-09,Arron Afflalo,DET,25
2008-09,Matt Harpring,UTA,24
2008-09,George Hill,SAS,23
2008-09,Joel Przybilla,POR,23
2008-09,Sasha Pavlovic,CLE,23
2008-09,Ryan Hollins,DAL,22
2008-09,Bruce Bowen,SAS,21
2008-09,Chuck Hayes,HOU,20
2008-09,Theo Ratliff,PHI,20
2008-09,Jameer Nelson,ORL,19
2008-09,CJ Miles,UTA,17
2008-09,Ime Udoka,SAS,17
2008-09,Ben Wallace,CLE,16
2008-09,Donyell Marshall,PHI,16
2008-09,Sean Marks,NOH,16
2008-09,Hilton Armstrong,NOH,15
2008-09,Jason Maxiell,DET,15
2008-09,Matt Bonner,SAS,15
2008-09,Mikki Moore,BOS,15
2008-09,Tayshaun Prince,DET,15
2008-09,Tyson Chandler,NOH,15
2008-09,Antonio Daniels,NOH,14
2008-09,Solomon Jones,ATL,14
2008-09,Thomas Gardner,ATL,14
2008-09,Brent Barry,HOU,13
2008-09,Kurt Thomas,SAS,13
2008-09,Channing Frye,POR,12
2008-09,Fabricio Oberto,SAS,12
2008-09,Jamario Moon,MIA,12
2008-09,James Singleton,DAL,12
2008-09,Nicolas Batum,POR,12
2008-09,Gerald Green,DAL,11
2008-09,Royal Ivey,PHI,11
2008-09,Brian Cook,HOU,10
2008-09,Joel Anthony,MIA,10
2008-09,Leon Powe,BOS,10
2008-09,Johan Petro,DEN,9
2008-09,Kwame Brown,DET,9
2008-09,Marreese Speights,PHI,9
2008-09,Tony Allen,BOS,9
2008-09,Acie Law,ATL,8
2008-09,Anthony Roberson,CHI,8
2008-09,Chris Quinn,MIA,8
2008-09,Devin Brown,NOH,8
2008-09,Jarron Collins,UTA,8
2008-09,Julian Wright,NOH,8
2008-09,Mehmet Okur,UTA,8
2008-09,Ronnie Price,UTA,8
2008-09,Walter Herrmann,DET,8
2008-09,Jacque Vaughn,SAS,7
2008-09,James White,HOU,7
2008-09,Reggie Evans,PHI,7
2008-09,Tim Thomas,CHI,7
2008-09,Jerryd Bayless,POR,6
2008-09,Lindsey Hunter,CHI,6
2008-09,Morris Peterson,NOH,6
2008-09,Mario West,ATL,5
2008-09,Tyronn Lue,ORL,5
2008-09,Linton Johnson,CHI,4
2008-09,Othello Hunter,ATL,4
2008-09,Renaldo Balkman,DEN,4
2008-09,Sergio Rodriguez,POR,4
2008-09,Tarence Kinsey,CLE,4
2008-09,Amir Johnson,DET,2
2008-09,DJ Mbenga,LAL,2
2008-09,Darnell Jackson,CLE,2
2008-09,Henry Walker,BOS,2
2008-09,Jamaal Magloire,MIA,2
2008-09,Jason Hart,DEN,2
2008-09,Matt Carroll,DAL,2
2008-09,Yakhouba Diawara,MIA,2
2008-09,Michael Ruffin,POR,1
2008-09,Aaron Gray,CHI,0
2008-09,Adonal Foyle,ORL,0
2008-09,Brevin Knight,UTA,0
2008-09,Dikembe Mutombo,HOU,0
2008-09,Dorell Wright,MIA,0
2008-09,Gabe Pruitt,BOS,0
2008-09,Jeremy Richardson,ORL,0
2008-09,Randolph Morris,ATL,0
2008-09,Ryan Bowen,NOH,0
2008-09,Speedy Claxton,ATL,0
2009-10,Kobe Bryant,LAL,671
2009-10,Paul Pierce,BOS,451
2009-10,Pau Gasol,LAL,450
2009-10,Ray Allen,BOS,387
2009-10,Rajon Rondo,BOS,379
2009-10,Amar'e Stoudemire,PHX,355
2009-10,Kevin Garnett,BOS,345
2009-10,LeBron James,CLE,320
2009-10,Jason Richardson,PHX,316
2009-10,Steve Nash,PHX,284
2009-10,Jameer Nelson,ORL,266
2009-10,Metta World Peace,LAL,258
2009-10,Dwight Howard,ORL,254
2009-10,Deron Williams,UTA,243
2009-10,Derek Fisher,LAL,237
2009-10,Lamar Odom,LAL,222
2009-10,Vince Carter,ORL,217
2009-10,Andrew Bynum,LAL,198
2009-10,Carlos Boozer,UTA,197
2009-10,Joe Johnson,ATL,197
2009-10,Manu Ginobili,SAS,194
2009-10,Tim Duncan,SAS,190
2009-10,Carmelo Anthony,DEN,184
2009-10,Paul Millsap,UTA,180
2009-10,Rashard Lewis,ORL,180
2009-10,Jamal Crawford,ATL,179
2009-10,Glen Davis,BOS,175
2009-10,Tony Parker,SAS,173
2009-10,Antawn Jamison,CLE,168
2009-10,Dwyane Wade,MIA,166
2009-10,Al Horford,ATL,161
2009-10,Dirk Nowitzki,DAL,160
2009-10,Mo Williams,CLE,158
2009-10,Josh Smith,ATL,155
2009-10,Grant Hill,PHX,154
2009-10,Kevin Durant,OKC,150
2009-10,Rasheed Wallace,BOS,147
2009-10,CJ Miles,UTA,144
2009-10,Derrick Rose,CHI,134
2009-10,George Hill,SAS,134
2009-10,Wesley Matthews,UTA,132
2009-10,Brandon Jennings,MIL,131
2009-10,Channing Frye,PHX,131
2009-10,Kendrick Perkins,BOS,131
2009-10,Shaquille O'Neal,CLE,127
2009-10,Russell Westbrook,OKC,123
2009-10,Chauncey Billups,DEN,122
2009-10,Goran Dragic,PHX,122
2009-10,Jared Dudley,PHX,122
2009-10,Tony Allen,BOS,122
2009-10,John Salmons,MIL,119
2009-10,Caron Butler,DAL,118
2009-10,Mickael Pietrus,ORL,118
2009-10,Leandro Barbosa,PHX,115
2009-10,LaMarcus Aldridge,POR,114
2009-10,Shannon Brown,LAL,113
2009-10,JJ Redick,ORL,105
2009-10,Jordan Farmar,LAL,105
2009-10,Andre Miller,POR,94
2009-10,Luol Deng,CHI,94
2009-10,Richard Jefferson,SAS,94
2009-10,Mike Bibby,ATL,93
2009-10,Marvin Williams,ATL,92
2009-10,Anthony Parker,CLE,91
2009-10,Matt Barnes,ORL,89
2009-10,Kyle Korver,UTA,83
2009-10,Jerryd Bayless,POR,81
2009-10,Jason Terry,DAL,76
2009-10,Delonte West,CLE,74
2009-10,Joakim Noah,CHI,74
2009-10,Stephen Jackson,CHA,72
2009-10,Jeff Green,OKC,71
2009-10,Nate Robinson,BOS,71
2009-10,Carlos Delfino,MIL,70
2009-10,Gerald Wallace,CHA,70
2009-10,Antonio McDyess,SAS,68
2009-10,Ersan Ilyasova,MIL,68
2009-10,JR Smith,DEN,67
2009-10,Luc Mbah a Moute,MIL,64
2009-10,Anderson Varejao,CLE,63
2009-10,Kirk Hinrich,CHI,62
2009-10,Kenyon Martin,DEN,60
2009-10,Martell Webster,POR,59
2009-10,Luke Ridnour,MIL,57
2009-10,Nene,DEN,57
2009-10,Arron Afflalo,DEN,55
2009-10,Mario Chalmers,MIA,54
2009-10,Michael Beasley,MIA,52
2009-10,Shawn Marion,DAL,52
2009-10,Jerry Stackhouse,MIL,51
2009-10,Zaza Pachulia,ATL,51
2009-10,Matt Bonner,SAS,50
2009-10,Nicolas Batum,POR,49
2009-10,Quentin Richardson,MIA,49
2009-10,Jason Kidd,DAL,48
2009-10,Lou Amundson,PHX,47
2009-10,Raymond Felton,CHA,47
2009-10,Robin Lopez,PHX,47
2009-10,Serge Ibaka,OKC,47
2009-10,Ty Lawson,DEN,47
2009-10,James Harden,OKC,46
2009-10,Nenad Krstic,OKC,43
2009-10,Flip Murray,CHI,42
2009-10,Marcin Gortat,ORL,42
2009-10,Rudy Fernandez,POR,41
2009-10,JJ Hickson,CLE,39
2009-10,Jamario Moon,CLE,38
2009-10,Kurt Thomas,MIL,38
2009-10,Taj Gibson,CHI,38
2009-10,DeJuan Blair,SAS,37
2009-10,Jason Williams,ORL,37
2009-10,Brendan Haywood,DAL,36
2009-10,J.J. Barea,DAL,35
2009-10,Marcus Camby,POR,35
2009-10,Tyrus Thomas,CHA,35
2009-10,Kyrylo Fesenko,UTA,33
2009-10,Sasha Vujacic,LAL,31
2009-10,Boris Diaw,CHA,30
2009-10,Udonis Haslem,MIA,30
2009-10,Brandon Roy,POR,29
2009-10,Brad Miller,CHI,27
2009-10,Chris Andersen,DEN,27
2009-10,Thabo Sefolosha,OKC,27
2009-10,Carlos Arroyo,MIA,26
2009-10,Dorell Wright,MIA,25
2009-10,Maurice Evans,ATL,25
2009-10,Joey Graham,DEN,24
2009-10,Larry Hughes,CHA,24
2009-10,Nazr Mohammed,CHA,24
2009-10,Dante Cunningham,POR,23
2009-10,Ryan Anderson,ORL,23
2009-10,Eric Maynor,OKC,22
2009-10,Jermaine O'Neal,MIA,21
2009-10,Rodrigue Beaubois,DAL,21
2009-10,Juwan Howard,POR,20
2009-10,Ronnie Price,UTA,20
2009-10,Brandon Bass,ORL,19
2009-10,Dan Gadzuric,MIL,19
2009-10,Nick Collison,OKC,19
2009-10,Luke Walton,LAL,18
2009-10,D.J. Augustin,CHA,17
2009-10,Marquis Daniels,BOS,17
2009-10,Jeff Teague,ATL,16
2009-10,Michael Finley,BOS,15
2009-10,Tyson Chandler,CHA,14
2009-10,Joel Anthony,MIA,13
2009-10,Johan Petro,DEN,13
2009-10,Shelden Williams,BOS,13
2009-10,Etan Thomas,OKC,12
2009-10,Jarron Collins,PHX,12
2009-10,Zydrunas Ilgauskas,CLE,12
2009-10,Andrei Kirilenko,UTA,11
2009-10,Sundiata Gaines,UTA,11
2009-10,Hakim Warrick,CHI,9
2009-10,Ian Mahinmi,SAS,9
2009-10,Josh Powell,LAL,9
2009-10,Primoz Brezec,MIL,9
2009-10,Adam Morrison,LAL,8
2009-10,Kosta Koufos,UTA,8
2009-10,Daniel Gibson,CLE,7
2009-10,Jeff Ayres,POR,7
2009-10,Mehmet Okur,UTA,7
2009-10,Theo Ratliff,CHA,7
2009-10,Jason Collins,ATL,6
2009-10,Mario West,ATL,6
2009-10,Patty Mills,POR,6
2009-10,DJ Mbenga,LAL,5
2009-10,Dwayne Jones,PHX,5
2009-10,Erick Dampier,DAL,5
2009-10,Keith Bogans,SAS,5
2009-10,Leon Powe,CLE,5
2009-10,Earl Clark,PHX,4
2009-10,Eduardo Najera,DAL,4
2009-10,Garrett Temple,SAS,4
2009-10,Royal Ivey,MIL,4
2009-10,Jannero Pargo,CHI,3
2009-10,Randolph Morris,ATL,3
2009-10,Roger Mason Jr.,SAS,3
2009-10,Anthony Johnson,ORL,2
2009-10,Derrick Brown,CHA,2
2009-10,Devin Brown,CHI,2
2009-10,James Jones,MIA,2
2009-10,Kyle Weaver,OKC,2
2009-10,Matt Carroll,DAL,2
2009-10,Othyus Jeffers,UTA,2
2009-10,Byron Mullens,OKC,1
2009-10,Anthony Carter,DEN,0
2009-10,Brian Scalabrine,BOS,0
2009-10,Charlie Bell,MIL,0
2009-10,Chris Richard,CHI,0
2009-10,DeShawn Stevenson,DAL,0
2009-10,Jamaal Magloire,MIA,0
2009-10,James Johnson,CHI,0
2009-10,Jawad Williams,CLE,0
2009-10,Joe Smith,ATL,0
2009-10,Kevin Ollie,OKC,0
2009-10,Malik Allen,DEN,0
2009-10,Stephen Graham,CHA,0
2009-10,Travis Diener,POR,0
2010-11,Dirk Nowitzki,DAL,582
2010-11,Dwyane Wade,MIA,515
2010-11,LeBron James,MIA,497
2010-11,Kevin Durant,OKC,487
2010-11,Derrick Rose,CHI,434
2010-11,Russell Westbrook,OKC,405
2010-11,Chris Bosh,MIA,390
2010-11,Jason Terry,DAL,368
2010-11,Zach Randolph,MEM,289
2010-11,Luol Deng,CHI,270
2010-11,Shawn Marion,DAL,250
2010-11,Kobe Bryant,LAL,228
2010-11,Joe Johnson,ATL,226
2010-11,James Harden,OKC,221
2010-11,Carlos Boozer,CHI,202
2010-11,Mike Conley,MEM,197
2010-11,Jason Kidd,DAL,195
2010-11,Marc Gasol,MEM,195
2010-11,J.J. Barea,DAL,187
2010-11,Paul Pierce,BOS,187
2010-11,Jamal Crawford,ATL,185
2010-11,Josh Smith,ATL,181
2010-11,Ray Allen,BOS,170
2010-11,Serge Ibaka,OKC,167
2010-11,Tyson Chandler,DAL,167
2010-11,Mario Chalmers,MIA,163
2010-11,Dwight Howard,ORL,162
2010-11,O.J. Mayo,MEM,147
2010-11,Andrew Bynum,LAL,144
2010-11,Joakim Noah,CHI,139
2010-11,Al Horford,ATL,136
2010-11,Kevin Garnett,BOS,134
2010-11,Peja Stojakovic,DAL,134
2010-11,Chris Paul,NOH,132
2010-11,Pau Gasol,LAL,131
2010-11,Rajon Rondo,BOS,126
2010-11,LaMarcus Aldridge,POR,125
2010-11,Lamar Odom,LAL,121
2010-11,Tony Parker,SAS,118
2010-11,Nick Collison,OKC,114
2010-11,Tony Allen,MEM,114
2010-11,Danny Granger,IND,108
2010-11,Kyle Korver,CHI,105
2010-11,Carmelo Anthony,NYK,104
2010-11,Manu Ginobili,SAS,103
2010-11,Sam Young,MEM,98
2010-11,Carl Landry,NOH,95
2010-11,Metta World Peace,LAL,95
2010-11,Taj Gibson,CHI,95
2010-11,DeShawn Stevenson,DAL,94
2010-11,Jeff Teague,ATL,94
2010-11,Trevor Ariza,NOH,93
2010-11,Darrell Arthur,MEM,92
2010-11,Gerald Wallace,POR,91
2010-11,Andre Miller,POR,89
2010-11,Derek Fisher,LAL,82
2010-11,Eric Maynor,OKC,82
2010-11,Keith Bogans,CHI,82
2010-11,Jameer Nelson,ORL,79
2010-11,Thabo Sefolosha,OKC,79
2010-11,Elton Brand,PHI,78
2010-11,James Jones,MIA,78
2010-11,Ty Lawson,DEN,78
2010-11,Wesley Matthews,POR,78
2010-11,Kendrick Perkins,OKC,77
2010-11,Tim Duncan,SAS,76
2010-11,Mike Bibby,MIA,73
2010-11,Shane Battier,MEM,72
2010-11,Shannon Brown,LAL,72
2010-11,Jrue Holiday,PHI,71
2010-11,Nene,DEN,71
2010-11,George Hill,SAS,70
2010-11,Jeff Green,BOS,66
2010-11,Daequan Cook,OKC,64
2010-11,Ronnie Brewer,CHI,64
2010-11,Udonis Haslem,MIA,63
2010-11,Kirk Hinrich,ATL,61
2010-11,Danilo Gallinari,DEN,60
2010-11,Delonte West,BOS,59
2010-11,Kenyon Martin,DEN,59
2010-11,Amar'e Stoudemire,NYK,58
2010-11,Joel Anthony,MIA,58
2010-11,Marco Belinelli,NOH,58
2010-11,Raymond Felton,DEN,58
2010-11,Andre Iguodala,PHI,57
2010-11,Marvin Williams,ATL,57
2010-11,Thaddeus Young,PHI,57
2010-11,Brandon Roy,POR,56
2010-11,Brendan Haywood,DAL,56
2010-11,Greivis Vasquez,MEM,56
2010-11,Tyler Hansbrough,IND,56
2010-11,Hedo Turkoglu,ORL,55
2010-11,Lou Williams,PHI,54
2010-11,Jermaine O'Neal,BOS,52
2010-11,Roy Hibbert,IND,52
2010-11,C.J. Watson,CHI,51
2010-11,Jason Richardson,ORL,50
2010-11,JR Smith,DEN,49
2010-11,Nicolas Batum,POR,48
2010-11,Darren Collison,IND,47
2010-11,Mike Miller,MIA,47
2010-11,Gary Neal,SAS,46
2010-11,Brandon Bass,ORL,44
2010-11,Emeka Okafor,NOH,44
2010-11,Glen Davis,BOS,44
2010-11,Gilbert Arenas,ORL,43
2010-11,Toney Douglas,NYK,43
2010-11,AJ Price,IND,42
2010-11,Evan Turner,PHI,40
2010-11,JJ Redick,ORL,40
2010-11,Jodie Meeks,PHI,39
2010-11,Richard Jefferson,SAS,39
2010-11,Zaza Pachulia,ATL,39
2010-11,Matt Bonner,SAS,38
2010-11,Matt Barnes,LAL,36
2010-11,Jarrett Jack,NOH,35
2010-11,Antonio McDyess,SAS,34
2010-11,Arron Afflalo,DEN,34
2010-11,Willie Green,NOH,34
2010-11,Nazr Mohammed,OKC,32
2010-11,Shawne Williams,NYK,32
2010-11,Zydrunas Ilgauskas,MIA,32
2010-11,Paul George,IND,30
2010-11,Al Harrington,DEN,28
2010-11,Ryan Anderson,ORL,28
2010-11,Dahntay Jones,IND,26
2010-11,Spencer Hawes,PHI,26
2010-11,Jared Jeffries,NYK,25
2010-11,Josh McRoberts,IND,25
2010-11,Mike Dunleavy,IND,25
2010-11,Chris Andersen,DEN,24
2010-11,Wilson Chandler,DEN,24
2010-11,Henry Walker,NYK,23
2010-11,Quentin Richardson,ORL,23
2010-11,Ronny Turiaf,NYK,23
2010-11,Aaron Gray,NOH,21
2010-11,Jason Collins,ATL,21
2010-11,Marcus Camby,POR,21
2010-11,Kurt Thomas,CHI,20
2010-11,Steve Blake,LAL,20
2010-11,Tiago Splitter,SAS,20
2010-11,Anthony Carter,NYK,19
2010-11,Roger Mason Jr.,NYK,19
2010-11,DeJuan Blair,SAS,17
2010-11,Jeff Foster,IND,17
2010-11,Juwan Howard,MIA,17
2010-11,Rudy Fernandez,POR,17
2010-11,Brandon Rush,IND,16
2010-11,Omer Asik,CHI,15
2010-11,Damien Wilkins,ATL,14
2010-11,Jason Smith,NOH,14
2010-11,Nenad Krstic,BOS,12
2010-11,Eddie House,MIA,11
2010-11,Hamed Haddadi,MEM,11
2010-11,Ian Mahinmi,DAL,11
2010-11,Brian Cardinal,DAL,10
2010-11,Chauncey Billups,NYK,10
2010-11,Josh Powell,ATL,10
2010-11,Corey Brewer,DAL,9
2010-11,Nate Robinson,OKC,8
2010-11,Landry Fields,NYK,7
2010-11,Leon Powe,MEM,7
2010-11,T.J. Ford,IND,7
2010-11,Tony Battie,PHI,7
2010-11,Pape Sy,ATL,6
2010-11,Royal Ivey,OKC,6
2010-11,Chris Duhon,ORL,5
2010-11,DJ Mbenga,NOH,5
2010-11,Danny Green,SAS,5
2010-11,Hilton Armstrong,ATL,5
2010-11,Chris Johnson,POR,4
2010-11,Ish Smith,MEM,4
2010-11,Jamaal Magloire,MIA,4
2010-11,Marreese Speights,PHI,4
2010-11,Patrick Ewing,NOH,3
2010-11,Rasual Butler,CHI,3
2010-11,Trey Johnson,LAL,3
2010-11,Earl Clark,ORL,2
2010-11,Kosta Koufos,DEN,2
2010-11,Quincy Pondexter,NOH,2
2010-11,Shaquille O'Neal,BOS,2
2010-11,Malik Allen,ORL,1
2010-11,Andres Nocioni,PHI,0
2010-11,Armon Johnson,POR,0
2010-11,Earl Barron,POR,0
2010-11,Etan Thomas,ATL,0
2010-11,Gary Forbes,DEN,0
2010-11,Joe Smith,LAL,0
2010-11,Luke Walton,LAL,0
2010-11,Patty Mills,POR,0
2010-11,Steve Novak,SAS,0
2010-11,Theo Ratliff,LAL,0
2010-11,Troy Murphy,BOS,0
2010-11,Von Wafer,BOS,0
2011-12,LeBron James,MIA,697
2011-12,Kevin Durant,OKC,570
2011-12,Dwyane Wade,MIA,525
2011-12,Russell Westbrook,OKC,461
2011-12,Kevin Garnett,BOS,384
2011-12,Paul Pierce,BOS,377
2011-12,Kobe Bryant,LAL,360
2011-12,Rajon Rondo,BOS,329
2011-12,James Harden,OKC,326
2011-12,Tony Parker,SAS,282
2011-12,Mario Chalmers,MIA,260
2011-12,Tim Duncan,SAS,243
2011-12,Brandon Bass,BOS,221
2011-12,Blake Griffin,LAC,210
2011-12,Jrue Holiday,PHI,206
2011-12,Manu Ginobili,SAS,201
2011-12,Andrew Bynum,LAL,200
2011-12,Chris Bosh,MIA,196
2011-12,Serge Ibaka,OKC,195
2011-12,Chris Paul,LAC,194
2011-12,Ray Allen,BOS,192
2011-12,Danny Granger,IND,187
2011-12,Andre Iguodala,PHI,168
2011-12,David West,IND,168
2011-12,Shane Battier,MIA,161
2011-12,Pau Gasol,LAL,150
2011-12,Lou Williams,PHI,149
2011-12,George Hill,IND,148
2011-12,Evan Turner,PHI,145
2011-12,Carmelo Anthony,NYK,139
2011-12,Rudy Gay,MEM,133
2011-12,Ty Lawson,DEN,133
2011-12,Roy Hibbert,IND,129
2011-12,Derek Fisher,OKC,125
2011-12,Kawhi Leonard,SAS,121
2011-12,Spencer Hawes,PHI,121
2011-12,Mike Miller,MIA,120
2011-12,Ramon Sessions,LAL,116
2011-12,Stephen Jackson,SAS,116
2011-12,Elton Brand,PHI,112
2011-12,Dirk Nowitzki,DAL,107
2011-12,Paul George,IND,107
2011-12,Marc Gasol,MEM,106
2011-12,Mo Williams,LAC,106
